Source,Target,Type,Id,Label,Weight
1568303753115144194,1492065752580599809,Directed,481,,3
1568303753115144194,1523736596654215173,Directed,482,,1
1568303753115144194,47731642,Directed,483,,1
1568303753115144194,1262498994347036672,Directed,484,,3
1568303753115144194,1577305477788188674,Directed,485,,1
1568303753115144194,1750110426296156160,Directed,486,,18
1568303753115144194,1584591115692511232,Directed,487,,1
1568303753115144194,945912853197864960,Directed,488,,1
1568303753115144194,1216319834436308992,Directed,489,,1
1568303753115144194,1462164421824946182,Directed,490,,1
1568303753115144194,49426717,Directed,491,,1
1568303753115144194,1571556836121391104,Directed,492,,4
1568303753115144194,1580681279896522753,Directed,493,,1
1568303753115144194,875364810,Directed,494,,1
1568303753115144194,1639038177641103362,Directed,495,,5
1568303753115144194,1586417570772647943,Directed,496,,1
1568303753115144194,1594474722804244482,Directed,497,,4
1568303753115144194,1739317408639115264,Directed,498,,1
1568303753115144194,1305543467452440576,Directed,499,,1
1568303753115144194,1477975732907388929,Directed,500,,1
1568303753115144194,1735585756364591104,Directed,501,,3
1568303753115144194,1443669752577134601,Directed,502,,3
1568303753115144194,1453386596313669636,Directed,503,,1
1568303753115144194,1057741438878920704,Directed,504,,1
1568303753115144194,1088586629525180421,Directed,505,,1
1568303753115144194,1404118656733360137,Directed,506,,3
